trading_room_ID,PositionType,Ticket_ID,Instrument_Name,Type,Amount,OpenPrice,ClosePrice,StopLoss,TakeProfit,Current,PL,GrossPL,NetPL,Swap,OpenTimestamp,CloseTimestamp,calculatedBalance,closed_positions_cnt
21799999,Closed,81210891,,Balance,0.01,0,,,,,0,0,0,0,1565112806,1565112806,6300.32,418
21799999,Closed,81082908,,Balance,0.01,0,,,,,0,0,0,0,1564751100,1564751100,6300.32,417
21799999,Closed,80298613,,Balance,0.01,0,,,,,0,0,0,0,1562884151,1562884151,5709.59,395
21799999,Closed,79910932,,Balance,0.01,0,,,,,0,0,0,0,1562069417,1562069417,5480.45,387
21799999,Closed,79065372,,Balance,0.01,0,,,,,0,0,0,0,1560298339,1560298339,5111.96,365
21799999,Closed,75199408,,Balance,0.01,0,,,,,0,0,0,0,1553261690,1553261690,5111.96,364
21799999,Closed,75199155,,Balance,0.01,0,,,,,0,0,0,0,1553261538,1553261538,5111.96,363
21799999,Closed,75199113,,Balance,0.01,0,,,,,0,0,0,0,1553261502,1553261502,5111.96,362
21799999,Closed,73870051,,Balance,0.01,0,,,,,0,0,0,0,1551384296,1551384296,5347.37,349
21799999,Closed,71823597,,Balance,0.01,0,,,,,0,0,0,0,1548440746,1548440746,5210.25,332
21799999,Closed,70154347,,Balance,0.01,0,,,,,0,0,0,0,1546182246,1546182246,4937.22,287
21799999,Closed,62336211,,Balance,0.01,0,,,,,0,0,0,0,1538067059,1538067059,3715.31,78
21799999,Closed,49975011,,Balance,0.01,0,,,,,0,0,0,0,1517575217,1517575217,3715.31,77
21799999,Closed,49974854,,Balance,0.01,0,,,,,0,0,0,0,1517575152,1517575152,3715.31,76
21799999,Closed,49557603,,Balance,0.01,0,,,,,0,0,0,0,1516765669,1516765669,4000,1
2249999,Closed,2147483647,,Balance,0.01,0,,,,,0,0,0,0,1581033600,1581033600,1228.4,102
267999,Closed,1181331,EURUSD,BUY,0.01,1.18429,1.18372,,,1.22668,-5.7,0,-0.57,0,1596807984,1596808036,4544.61,85
267999,Closed,1180654,GBPUSD,SELL,0.5,1.3075,1.30811,,,1.36013,-6.1,0,-30.5,0,1596807064,1596807476,4544.61,83
267999,Closed,1180439,GBPCHF,BUY,0.01,1.19611,1.19559,,,0,-5.2,0,-0.57,0,1596806946,1596806959,4544.61,81
267999,Closed,1180437,GBPCHF,BUY,0.01,1.19605,1.19564,,,0,-4.1,0,-0.45,0,1596806944,1596806960,4544.61,82
267999,Closed,1180407,EURCAD,BUY,0.01,1.57787,1.57773,,,0,-1.4,0,-0.1,0,1596806866,1596806891,4544.61,58
267999,Closed,1180406,USDCHF,BUY,0.01,0.91416,0.91376,,,0.88279,-4,0,-0.44,0,1596806862,1596806898,4544.61,67
267999,Closed,1180405,USDCHF,BUY,0.01,0.91416,0.91382,,,0.88279,-3.4,0,-0.37,0,1596806860,1596806890,4544.61,57
267999,Closed,1180402,GBPCHF,BUY,0.01,1.19541,1.19517,,,0,-2.4,0,-0.27,0,1596806848,1596806901,4544.61,73
267999,Closed,1180397,EURCAD,BUY,0.01,1.57786,1.57778,,,0,-0.8,0,-0.06,0,1596806840,1596806897,4544.61,64
267999,Closed,1180395,GBPCHF,BUY,0.01,1.19529,1.19517,,,0,-1.2,0,-0.13,0,1596806826,1596806901,4544.61,74
267999,Closed,1180394,GBPCHF,BUY,0.01,1.19529,1.19519,,,0,-1,0,-0.11,0,1596806825,1596806902,4544.61,76
267999,Closed,1180392,GBPCHF,BUY,0.01,1.19532,1.1952,,,0,-1.2,0,-0.13,0,1596806820,1596806895,4544.61,62
267999,Closed,1180391,GBPCHF,BUY,0.01,1.19532,1.19516,,,0,-1.6,0,-0.18,0,1596806819,1596806899,4544.61,68
267999,Closed,1180390,GBPCHF,BUY,0.01,1.19535,1.19518,,,0,-1.7,0,-0.19,0,1596806818,1596806897,4544.61,65
267999,Closed,1180383,USDCAD,SELL,0.01,1.33491,1.33479,,,1.27132,1.2,0,0.09,0,1596806748,1596806900,4544.61,72
267999,Closed,1180334,EURGBP,BUY,0.01,0.9038,0.90377,,,0,-0.3,0,-0.03,0,1596806339,1596806900,4544.61,71
267999,Closed,1180329,EURJPY,BUY,0.01,124.946,124.929,,,127.12,-1.7,0,-0.16,0,1596806295,1596806893,4544.61,59
267999,Closed,1180313,GBPCAD,BUY,0.01,1.74495,1.74537,,,1.72911,4.2,0,0.31,0,1596806229,1596806899,4544.61,69
267999,Closed,1180311,GBPCAD,BUY,0.01,1.74501,1.74553,,,1.72911,5.2,0,0.39,0,1596806225,1596806895,4544.61,63
267999,Closed,1180310,GBPCAD,BUY,0.01,1.74501,1.7455,,,1.72911,4.9,0,0.37,0,1596806223,1596806894,4544.61,60
267999,Closed,1180309,GBPCAD,BUY,0.01,1.74505,1.7455,,,1.72911,4.5,0,0.34,0,1596806219,1596806894,4544.61,61
267999,Closed,1180304,EURCAD,BUY,0.01,1.57713,1.57764,,,0,5.1,0,0.38,0,1596806199,1596806898,4544.61,66
267999,Closed,1180302,EURCAD,BUY,0.01,1.57711,1.57769,,,0,5.8,0,0.43,0,1596806197,1596806903,4544.61,78
267999,Closed,1180300,EURCAD,BUY,0.01,1.57708,1.57772,,,0,6.4,0,0.48,0,1596806194,1596806900,4544.61,70
267999,Closed,1180299,EURCAD,BUY,0.01,1.577,1.57768,,,0,6.8,0,0.51,0,1596806191,1596806902,4544.61,75
267999,Closed,1180298,EURCAD,BUY,0.01,1.57703,1.57769,,,0,6.6,0,0.49,0,1596806188,1596806903,4544.61,77
267999,Closed,1180297,EURCAD,BUY,0.01,1.57705,1.5777,,,0,6.5,0,0.49,0,1596806186,1596806904,4544.61,79
267999,Closed,1180286,USDCHF,BUY,0.01,0.91441,0.91419,,,0.88254,-2.2,0,-0.24,0,1596806095,1596806108,4544.61,54
267999,Closed,1180285,GBPCAD,BUY,0.01,1.74512,1.74486,,,1.72921,-2.6,0,-0.19,0,1596806088,1596806109,4544.61,55
267999,Closed,1180284,EURCAD,SELL,0.01,1.57671,1.57722,,,0,-5.1,0,-0.38,0,1596806083,1596806110,4544.61,56
267999,Closed,1180272,EURUSD,BUY,0.01,1.18156,1.18207,,,1.22702,5.1,0,0.51,0,1596806037,1596806904,4544.61,80
267999,Closed,1180217,EURUSD,SELL,0.01,1.18151,1.18176,,,1.22745,-2.5,0,-0.25,0,1596805589,1596805606,4544.61,53
267999,Closed,1180201,EURUSD,BUY,0.01,1.18162,1.18197,,,1.22668,3.5,0,0.35,0,1596805467,1596807603,4544.61,84
